claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious
CLM-00396,POL-5466,CUST-6488,SHOP-009,2024-09-30,2025-12-14,2025-12-14,theft,right side,8777,Sherbrooke,0,1,2,My car was stolen in Sherbrooke and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00028,POL-7888,CUST-7211,SHOP-022,2024-06-27,2026-03-01,2026-03-03,theft,front,7489,Longueuil,0,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00782,POL-9676,CUST-7048,SHOP-010,2024-10-25,2025-12-13,2025-12-15,theft,right side,12558,Laval,0,0,39,I discovered my vehicle missing in Laval and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00893,POL-1657,CUST-4278,SHOP-003,2024-02-06,2024-10-06,2024-10-07,vandalism,right side,1529,Longueuil,4,15,73,I found damage on the right side of my vehicle while parked in Longueuil.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00838,POL-2659,CUST-2481,SHOP-021,2025-02-19,2025-08-28,2025-09-01,theft,rear,10961,Quebec City,0,0,27,I discovered my vehicle missing in Quebec City and reported it immediately.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00091,POL-7041,CUST-5703,SHOP-003,2025-10-22,2026-03-11,2026-03-11,vandalism,right side,3395,Gatineau,0,0,2,I found damage on the right side of my vehicle while parked in Gatineau.,Claim details and visible damage are coherent.,normal,0
CLM-00623,POL-4091,CUST-3436,SHOP-008,2024-05-03,2024-05-11,2024-05-16,collision,left side,9510,Laval,1,0,29,I was driving in Laval when another vehicle hit the left side of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00906,POL-1173,CUST-5918,SHOP-003,2025-02-01,2025-09-10,2025-09-11,theft,right side,10072,Gatineau,3,21,73,My car was stolen in Gatineau and later found with damage.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00408,POL-9145,CUST-4613,SHOP-003,2024-07-26,2025-11-04,2025-11-06,vandalism,right side,2828,Montreal,0,0,2,I found damage on the right side of my vehicle while parked in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00400,POL-5336,CUST-3915,SHOP-015,2024-03-12,2025-08-27,2025-08-28,vandalism,right side,2230,Sherbrooke,1,0,2,My parked car was vandalized in Sherbrooke and the right side was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00370,POL-6169,CUST-9779,SHOP-001,2024-08-01,2025-08-05,2025-08-07,collision,rear,2948,Montreal,1,0,2,I lost control briefly and damaged the rear of my vehicle in Montreal.,Claim details and visible damage are coherent.,normal,0
CLM-00209,POL-4066,CUST-5505,SHOP-009,2025-04-01,2025-07-16,2025-07-16,vandalism,rear,4451,Longueuil,1,0,2,I found damage on the rear of my vehicle while parked in Longueuil.,Claim details and visible damage are coherent.,normal,0
CLM-00907,POL-9831,CUST-2605,SHOP-014,2025-12-06,2026-03-21,2026-03-25,theft,right side,5223,Quebec City,4,21,56,I discovered my vehicle missing in Quebec City and reported it immediately.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00989,POL-1188,CUST-1447,SHOP-014,2025-11-11,2025-11-18,2025-11-19,vandalism,front,12105,Longueuil,3,20,56,I was hit on the front while driving in Longueuil.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the right side, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00057,POL-9165,CUST-5781,SHOP-017,2025-12-23,2026-02-08,2026-02-11,theft,right side,6996,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00896,POL-6077,CUST-1202,SHOP-003,2024-07-04,2025-07-10,2025-07-11,theft,right side,10897,Longueuil,4,21,73,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00198,POL-1721,CUST-1201,SHOP-008,2024-02-17,2025-07-14,2025-07-16,theft,rear,6466,Montreal,1,0,2,My car was stolen in Montreal and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00984,POL-6717,CUST-6847,SHOP-014,2025-04-08,2025-04-12,2025-04-14,collision,front,9501,Sherbrooke,3,18,56,I was hit on the front while driving in Sherbrooke.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the right side, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00019,POL-9288,CUST-5345,SHOP-005,2024-12-23,2025-02-26,2025-02-27,theft,left side,6292,Quebec City,1,0,2,My car was stolen in Quebec City and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00867,POL-6532,CUST-3567,SHOP-014,2025-01-28,2025-11-18,2025-11-21,collision,right side,1597,Sherbrooke,2,20,56,I lost control briefly and damaged the right side of my vehicle in Sherbrooke.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00800,POL-5435,CUST-9070,SHOP-021,2024-06-29,2025-06-30,2025-07-04,theft,left side,8913,Longueuil,1,0,27,My car was stolen in Longueuil and later found with damage.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00437,POL-5947,CUST-5979,SHOP-016,2025-07-26,2026-03-02,2026-03-05,collision,front,1810,Laval,1,0,2,I lost control briefly and damaged the front of my vehicle in Laval.,Claim details and visible damage are coherent.,normal,0
CLM-00132,POL-1860,CUST-2641,SHOP-014,2024-12-04,2026-01-05,2026-01-08,collision,rear,1821,Gatineau,0,0,2,I lost control briefly and damaged the rear of my vehicle in Gatineau.,Claim details and visible damage are coherent.,normal,0
CLM-00765,POL-5138,CUST-7114,SHOP-020,2024-12-11,2025-09-14,2025-09-19,theft,left side,12195,Laval,0,0,36,I discovered my vehicle missing in Laval and reported it immediately.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00120,POL-8366,CUST-5061,SHOP-005,2024-04-09,2024-06-29,2024-07-01,theft,right side,7033,Laval,1,0,2,I discovered my vehicle missing in Laval and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00099,POL-8873,CUST-7081,SHOP-018,2024-04-15,2025-10-25,2025-10-25,theft,front,11251,Laval,1,0,2,I discovered my vehicle missing in Laval and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00711,POL-2933,CUST-7024,SHOP-012,2024-07-17,2024-07-22,2024-07-23,collision,rear,7627,Montreal,0,0,16,I was driving in Montreal when another vehicle hit the rear of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00532,POL-2474,CUST-5967,SHOP-026,2024-08-14,2025-05-10,2025-05-13,theft,front,7299,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00048,POL-1878,CUST-3485,SHOP-005,2025-07-30,2025-11-14,2025-11-14,collision,front,4085,Quebec City,0,0,2,Another driver struck my vehicle on the front while I was driving in Quebec City.,Observed damage aligns with reported incident details.,normal,0
CLM-00762,POL-4398,CUST-6606,SHOP-023,2025-05-30,2025-11-13,2025-11-13,vandalism,rear,9145,Laval,1,0,27,I found damage on the rear of my vehicle while parked in Laval.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00810,POL-1525,CUST-9261,SHOP-028,2024-11-30,2026-02-07,2026-02-11,theft,left side,12701,Longueuil,0,0,31,My car was stolen in Longueuil and later found with damage.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00446,POL-3384,CUST-5544,SHOP-019,2024-12-22,2025-07-20,2025-07-21,vandalism,rear,3868,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the rear was damaged.,Claim details and visible damage are coherent.,normal,0
CLM-00439,POL-2959,CUST-7114,SHOP-017,2025-08-12,2025-09-15,2025-09-17,collision,front,2398,Longueuil,1,0,2,Another driver struck my vehicle on the front while I was driving in Longueuil.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00405,POL-1584,CUST-4163,SHOP-001,2025-08-30,2025-11-29,2025-12-02,theft,front,11494,Gatineau,1,0,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00959,POL-7373,CUST-6383,SHOP-006,2025-07-12,2026-01-25,2026-01-26,collision,right side,1826,Longueuil,0,0,35,Another vehicle struck me on the right side in Longueuil.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00505,POL-5786,CUST-8233,SHOP-025,2025-06-02,2026-03-14,2026-03-19,collision,rear,4450,Longueuil,1,0,2,I was driving in Longueuil when another vehicle hit the rear of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00244,POL-6113,CUST-3112,SHOP-004,2025-01-27,2025-11-10,2025-11-14,theft,rear,5534,Montreal,1,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00346,POL-9952,CUST-9573,SHOP-025,2024-09-21,2026-02-27,2026-03-03,vandalism,rear,1875,Quebec City,0,0,2,I found damage on the rear of my vehicle while parked in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00812,POL-5813,CUST-1104,SHOP-020,2025-02-03,2025-03-14,2025-03-14,collision,left side,14307,Laval,1,0,36,I was driving in Laval when another vehicle hit the left side of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00797,POL-5009,CUST-5195,SHOP-026,2024-07-06,2025-04-12,2025-04-13,vandalism,right side,12280,Montreal,1,0,32,I found damage on the right side of my vehicle while parked in Montreal.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00022,POL-2232,CUST-3442,SHOP-018,2024-02-06,2025-03-20,2025-03-24,vandalism,rear,3560,Laval,0,0,2,I found damage on the rear of my vehicle while parked in Laval.,Observed damage aligns with reported incident details.,normal,0
CLM-00646,POL-7950,CUST-4190,SHOP-009,2024-04-21,2024-04-27,2024-04-29,theft,left side,11519,Laval,1,0,37,My car was stolen in Laval and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00376,POL-3806,CUST-2167,SHOP-010,2025-09-19,2026-01-13,2026-01-17,theft,front,6065,Montreal,1,0,2,My car was stolen in Montreal and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00850,POL-6017,CUST-1453,SHOP-026,2025-08-04,2026-01-25,2026-01-27,collision,rear,12912,Sherbrooke,1,0,32,I was driving in Sherbrooke when another vehicle hit the rear of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00044,POL-1282,CUST-2524,SHOP-010,2024-08-14,2025-11-01,2025-11-06,collision,left side,3882,Longueuil,1,0,2,Another driver struck my vehicle on the left side while I was driving in Longueuil.,Claim details and visible damage are coherent.,normal,0
CLM-00766,POL-5924,CUST-9586,SHOP-007,2025-08-04,2026-03-14,2026-03-15,collision,left side,8006,Montreal,1,0,31,I was driving in Montreal when another vehicle hit the left side of my car.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00964,POL-8501,CUST-7345,SHOP-011,2025-10-19,2026-01-04,2026-01-05,collision,front,3655,Laval,0,0,28,Another vehicle struck me on the front in Laval.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00418,POL-4546,CUST-8757,SHOP-027,2025-04-18,2025-10-07,2025-10-07,vandalism,right side,2510,Laval,1,0,2,I found damage on the right side of my vehicle while parked in Laval.,Claim details and visible damage are coherent.,normal,0
CLM-00549,POL-6368,CUST-5049,SHOP-002,2025-10-06,2026-01-15,2026-01-16,vandalism,right side,2357,Sherbrooke,0,0,2,I found damage on the right side of my vehicle while parked in Sherbrooke.,Claim details and visible damage are coherent.,normal,0
CLM-00533,POL-9197,CUST-9093,SHOP-006,2025-07-19,2025-10-06,2025-10-11,vandalism,rear,2067,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the rear was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00134,POL-4052,CUST-5742,SHOP-029,2024-02-08,2024-03-18,2024-03-20,vandalism,front,3172,Longueuil,1,1,2,I found damage on the front of my vehicle while parked in Longueuil.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00302,POL-6565,CUST-8517,SHOP-022,2025-04-16,2026-03-12,2026-03-12,theft,front,7112,Montreal,1,0,2,My car was stolen in Montreal and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00749,POL-2001,CUST-8679,SHOP-020,2024-06-09,2024-06-17,2024-06-20,vandalism,rear,11596,Sherbrooke,0,0,36,My parked car was vandalized in Sherbrooke and the rear was damaged.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00878,POL-4730,CUST-3661,SHOP-003,2025-10-12,2026-01-25,2026-01-29,theft,left side,6787,Quebec City,2,21,73,I discovered my vehicle missing in Quebec City and reported it immediately.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00764,POL-4065,CUST-6865,SHOP-010,2024-06-15,2025-11-05,2025-11-09,collision,front,14832,Gatineau,1,0,39,Another driver struck my vehicle on the front while I was driving in Gatineau.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00713,POL-4609,CUST-8266,SHOP-023,2024-11-05,2024-11-08,2024-11-10,theft,rear,8123,Longueuil,1,0,27,My car was stolen in Longueuil and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00038,POL-2124,CUST-1659,SHOP-025,2024-02-01,2024-11-10,2024-11-11,collision,rear,2777,Laval,1,0,2,Another driver struck my vehicle on the rear while I was driving in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
